,Raw name,Mapped name,Guess
1935,alte brauerei mertingen,,alte apotheke
1936,alte wurzhuette,,alte apotheke
1937,altead,,altead
1938,altead augizeau,,altead
1939,altead france levage,,abb france
1940,altead industries est,,abscoa industries inc uniseal div
1941,altead marchal levage,,altead
1942,altead soutien logistique,,altead
1943,altec aluminium technik gmbh,,a arnegger gmbh
1944,altec aluminiumtechnik,,altec aluminium technik gmbh
1945,altec aluminiumtechnik gmbh  co kgaa,,a arnegger gmbh
1946,altec engineering limited,,a  t stationers private limited
1947,altec gmbh,,a arnegger gmbh
1948,altec spa,,agustawestland spa
1949,altecaluminium technik,,allmech  technik fãr industrie  schiffahrt
1950,altedia,,altedia
1951,alten,,alten
1952,alten  assystem,,alten
1953,alten china limited,,a  t stationers private limited
1954,alten gmbh,,a arnegger gmbh
1955,alten limited,,a  t stationers private limited
1956,alten ltd,,a  d environmental services ltd
1957,alten sa,,a foubert visserie sa
1958,alten sa service adv,,a foubert visserie sa
1959,alten soluciones productos,,alten
1960,alten soluciones productos auditoria e ingenieria sa,,a foubert visserie sa
1961,alten spain,,alten
1962,alten spain sa,,a foubert visserie sa
1963,alten sud ouest,,alten
1964,alten sud quest,,alten
1965,alten sudouest,,alten
1966,alten sudouest,,alten
1967,alten technologie,,alten
1968,alten technology gmbh,,a arnegger gmbh
1969,alten technology usa inc,,a and m portable inc
1970,alten technology usa inc,,a and m portable inc
1971,altenbach consult,,adams consult gmbh  co kg
1972,altenbach consult gmbh,,a arnegger gmbh
1973,altenbachcontrol,,altenbachcontrol
1974,altenbachcontrol gmbh,,a arnegger gmbh
1975,alter defence  security,,aasset security gmbh
1976,alter defence and security,,a and m portable inc
1977,alter ego,,alter defence  security
1978,alter ego digital,,alter defence  security
1979,alter nego,,alter defence  security
1980,alter technology,,aaa dornier technology co ltd
1981,alter wirt moosach,,alter defence  security
1982,altera european trading,,aapg europe trading ltd
1983,altera hotel im herbartgang,,ao hotel and hostel
1984,alterburo distribution,,adn distribution gmbh
1985,alterego coaching  formations,,acp coaching
1986,alternance academy,,academy
1987,alternance formation,,a2com formation
1988,alternate computerversand gmbh,,a arnegger gmbh
1989,alternate gmbh,,a arnegger gmbh
1990,alternativesoft ag,,aaronia ag
1991,alternego,,alternego
1992,alteryx,,alteryx
1993,alteryx inc,,a and m portable inc
1994,althea essonne,,althea essonne
1995,althen gmbh,,a arnegger gmbh
1996,altheris sensorscontrols,,altheris sensorscontrols
1997,althoff seehotel berfahrt,,althoff seehotel berfahrt
1998,althoff seehotel ueberfahrt,,althoff seehotel berfahrt
1999,alti hotel,,ao hotel and hostel
2000,altia services gmbh,,a arnegger gmbh
2001,alticode,,alticode
2002,altidev,,altidev
2003,altim defense,,aar defense systems  logistics uk
2004,altim france sarl,,abb france
2005,altimet,,altimet
2006,altimet sas,,ageo geometres experts sas
2007,altitude formation,,a2com formation
2008,altitude strategies llc,,aa calibration services llc
2009,altitude telecom,,a novo telecom services
2010,altium europe gmbh,,a arnegger gmbh
2011,altius,,altius
2012,altmann analytik gmbh  co kg,,a arnegger gmbh
2013,altmann analytik gmbh  co kg,,a arnegger gmbh
2014,altmann gmbh,,a arnegger gmbh
2015,altmann gmbh  co kg,,a arnegger gmbh
2016,altmann ingenieurbãro gmbh  c,,a arnegger gmbh
2017,altmann ingenieurbro gmbh  cokg,,a arnegger gmbh
2018,altmhl bob riedenburg,,altmhl bob riedenburg
2019,altmuehltaler abenteuerpark,,altmuehltaler abenteuerpark
2020,altohartley inc,,a and m portable inc
2021,altonale gmbh,,a arnegger gmbh
2022,altorem,,altorem
2023,altova gmbh,,a arnegger gmbh
2024,altran,,altran
2025,altran akka,,akka
2026,altran deutschland sas  co kg,,ae logistik gmbh  co kg
2027,altran deutschland sas  co kg,,ae logistik gmbh  co kg
2028,altran deutschland sas and co kg,,ae logistik gmbh  co kg
2029,altran gmbh  co kg,,a arnegger gmbh
2030,altran gmbh  co kg,,a arnegger gmbh
2031,altran innovaciãân sl,,accesos normalizados sl
2032,altran innovaciãân slu,,altran
2033,altran innovacion sl,,accesos normalizados sl
2034,altran innovacion slu,,altran
2035,altran innovacion sl,,accesos normalizados sl
2036,altran innovacion slu,,altran
2037,altran innovacion sociedad limitada,,altran
2038,altran ouest,,altran
2039,altran participations,,altran
2040,altran quest,,altran
2041,altran shanghai limited,,a  t stationers private limited
2042,altran sud ouest,,altran
2043,altran technolgies,,altran
2044,altran technolgies blagnac,,altran
2045,altran technologies,,a2f technologies
2046,altran technologies india pvt ltd,,a  d environmental services ltd
2047,altran technologies sa,,a foubert visserie sa
2048,altran technologies uk ltd,,a  d environmental services ltd
2049,altran technologiesblagnac,,altran
2050,altran uk limited,,a  t stationers private limited
2051,altranxype gmbh,,a arnegger gmbh
2052,altranxype ltd,,a  d environmental services ltd
2053,altridge,,altridge
2054,altstadthotel mayrbraeu,,altstadthotel mayrbraeu
2055,altstadthotel schrobenhausen,,altstadthotel mayrbraeu
2056,alturna networks nv,,alturna networks nv
2057,alturna networks nv,,alturna networks nv
2058,altys technologies,,a2f technologies
2059,altytud,,altytud
2060,alu nantais,,alu nantais
2061,alufase,,alufase
2062,aluhightech gmbh,,a arnegger gmbh
2063,alukarbenraster gmbh,,a arnegger gmbh
2064,alumeier gmbh,,a arnegger gmbh
2065,aluminium halbzeuge,,abadie aluminium sarl
2066,aluminiumservice gmbh,,a arnegger gmbh
2067,aluminiumwerk unna ag,,aaronia ag
2068,alumni polimi association,,a3ts association de traiement
2069,alumni und fãrderer der tuhh ev,,a millitzer brandschutz und
2070,alumni und foerderer der tuhh ev,,a millitzer brandschutz und
2071,alumnigesellschaft ev,,aba ev arbeitsgemeinschaft
2072,alustock sa,,a foubert visserie sa
2073,alustock sa,,a foubert visserie sa
2074,alutech gmbh,,a arnegger gmbh
2075,alutiiq,,alutiiq
2076,alutiiq advanced security,,a r t advanced realtime
2077,alutiiq diversified services llc,,a  d environmental services ltd
2078,alutiiq pacific,,aapa  association of asia pacific
2079,alutiiq pacific llc,,aa calibration services llc
2080,aluverkaufde gmbh,,a arnegger gmbh
2081,alvant ltd,,a  d environmental services ltd
2082,alvarez  marsal,,alvarez  marsal
2083,alvarez  marsal consulting,,a a z consulting
2084,alvarez  marsal disputes,,alvarez  marsal
2085,alvarez  marsal llp,,aaron  partners llp
2086,alvea,,alvea
2087,alvg anlagenvermietung gmbh,,a arnegger gmbh
2088,alwart team,,alwart team
2089,alwartteam,,alwartteam
2090,always happy co ltd,,a  d environmental services ltd
2091,alyotech,,alyotech
2092,alyotech france,,abb france
2093,alys,,alys
2094,alzmetall gmbh  co,,a arnegger gmbh
2095,am allied maintenance gmbh,,a arnegger gmbh
2096,am coaching,,alexander am zoo
2097,am coaching sl,,accesos normalizados sl
2098,am coaching sl,,accesos normalizados sl
2099,am froid,,alexander am zoo
2100,am invest,,alexander am zoo
2101,am safe inc,,a and m portable inc
2102,am services,,a  d environmental services ltd
2103,am valor,,alexander am zoo
2104,ama,,ama
2105,ama apartmenthotel,,ama
2106,ama service gmbh,,a arnegger gmbh
2107,amada,,amada
2108,amada gmbh,,a arnegger gmbh
2109,amada maquinaria sl,,accesos normalizados sl
2110,amada sa,,a foubert visserie sa
2111,amadeus fire,,ace fire extinguisher serv inc
2112,amadeus it group sa,,a foubert visserie sa
2113,amadio,,amadio
2114,amag rolling,,amag rolling
2115,amag rolling gmbh,,a arnegger gmbh
2116,amagoo ag,,aaronia ag
2117,amai international,,a mai international
2118,amalgam modelmaking ltd,,a  d environmental services ltd
2119,aman summer palace,,aman summer palace
2120,amarante international,,a mai international
2121,amari hotels  resorts,,adarsh realty  hotels private ltd
2122,amarillos tour sa,,a foubert visserie sa
2123,amarris conseil,,ab conseil
2124,amas,,amas
2125,amas gmbh,,a arnegger gmbh
2126,amas technology gmbh,,a arnegger gmbh
2127,amaze cabs,,amaze cabs
2128,amazic bv,,aan bv
2129,amazic bv,,aan bv
2130,amazic bv,,aan bv
2131,amazing odor control of doral llc,,aa calibration services llc
2132,amazon,,amazon
2133,amazon capital services inc,,a and m portable inc
2134,amazon eu sar l,,a  l goodbody
2135,amazon eu sa rl,,a foubert visserie sa
2136,amazon eu sarl,,abadie aluminium sarl
2137,amazon support services,,a  d environmental services ltd
2138,amazon web services emea sarl,,a  d environmental services ltd
2139,amazon web services inc,,a and m portable inc
2140,amazon web services inc,,a and m portable inc
2141,amb  ateliers mecaniques de,,ãâudea seguridad de la informaciãânsl
2142,ambassade de france,,ãâudea seguridad de la informaciãânsl
2143,ambassade de france a suva,,ãâudea seguridad de la informaciãânsl
2144,ambassade de france en,,ãâudea seguridad de la informaciãânsl
2145,ambassade de france en allemagne,,ãâudea seguridad de la informaciãânsl
2146,ambassade de france en allemane,,ãâudea seguridad de la informaciãânsl
2147,ambassade de france en chine,,ãâudea seguridad de la informaciãânsl
2148,ambassade de france en ouganda,,ãâudea seguridad de la informaciãânsl
2149,ambassade de france en ouzbkistan,,ãâudea seguridad de la informaciãânsl
2150,ambassade de france en republique t,,ãâudea seguridad de la informaciãânsl
2151,ambassade de france en russie,,ãâudea seguridad de la informaciãânsl
2152,ambassade de la republique,,ãâudea seguridad de la informaciãânsl
2153,ambassade de pologne,,ãâudea seguridad de la informaciãânsl
2154,amber innovation,,advanced engineering  innovation
2155,amber innovation sas,,ageo geometres experts sas
2156,amber road inc,,a and m portable inc
2157,ambera events private,,acf teambuilding and events
2158,ambera events private ltd,,a  d environmental services ltd
2159,ambiances,,ambiances
2160,ambience interiors private ltd,,a  d environmental services ltd
2161,ambient llc dba,,aa calibration services llc
2162,ambient media y comunicacin sl,,accesos normalizados sl
2163,ambisalud calidad ambiental sl,,accesos normalizados sl
2164,ambius llc,,aa calibration services llc
2165,ambratec gmbh,,a arnegger gmbh
2166,ambro sports  events ltd,,a  d environmental services ltd
2167,ambu deutschland gmbh,,a arnegger gmbh
2168,ambu gmbh,,a arnegger gmbh
2169,ambulance brevinoise,,ambulance brevinoise
2170,ambulance gsf,,ambulance brevinoise
2171,ambulances sansoucy,,ambulances sansoucy
2172,ambulances st michael,,ambulances sansoucy
2173,ambulancias anta,,ambulancias anta
2174,ambulancias de barbate,,ãâudea seguridad de la informaciãânsl
2175,ambulancias pajares sl,,accesos normalizados sl
2176,ambulancias santa cruz,,ambulancias anta
2177,amc,,amc
2178,amc  autos motos camions,,amc  autos motos camions
2179,amc automotive management,,aachen technical and management
2180,amcham  american chamber of commerce,,aiaa american institute of
2181,amcham events,,acf teambuilding and events
2182,amcham germany,,accor hospitality germany gmbh
2183,amco metallservice gmbh,,a arnegger gmbh
2184,amd solicitors,,amd solicitors
2185,amdp,,amdp
2186,amdp industrie,,acrodur industrie
2187,amdp sas,,ageo geometres experts sas
2188,ame albacete sl,,accesos normalizados sl
2189,amec environment  infrastructure inc,,a and m portable inc
2190,amec nuclear uk ltd,,a  d environmental services ltd
2191,ameca,,ameca
2192,ameco,,ameco
2193,amedia gmbh,,a arnegger gmbh
2194,amelie deumier,,amelie deumier
2195,amelie laurin,,amelie deumier
2196,ament plastics gmbh,,a arnegger gmbh
2197,american bar association,,a3ts association de traiement
2198,american cancer society inc,,a and m portable inc
2199,american chamber,,aiaa american institute of
2200,american crane  equipment,,aiaa american institute of
2201,american electronic resource inc,,a and m portable inc
2202,american elements,,aiaa american institute of
2203,american express,,aiaa american institute of
2204,american express europe ltd,,a  d environmental services ltd
2205,american express france,,abb france
2206,american express nippon travel,,aiaa american institute of
2207,american express voyages d affaires,,aiaa american institute of
2208,american heart association,,a3ts association de traiement
2209,american hospital of paris,,aiaa american institute of
2210,american international assurance,,aiaa american institute of
2211,american isostatic presses inc,,a and m portable inc
2212,american lloyd travel services pte,,a  d environmental services ltd
2213,american management association,,a3ts association de traiement
2214,american meteorological society,,aiaa american institute of
2215,american national red cross,,aiaa american institute of
2216,american office,,aiaa american institute of
2217,american society for gravitational,,aiaa american institute of
2218,american society for quality india,,aiaa american institute of
2219,american society of appraisers,,aiaa american institute of
2220,americasbest enterprises dba,,activation management llc dba
2221,americase inc,,a and m portable inc
2222,ameron hotel speicherstadt,,ao hotel and hostel
2223,amerys informatique,,aec informatique
2224,amesys,,amesys
2225,ametek,,ametek
2226,ametek airtechnology group ltd,,a  d environmental services ltd
2227,ametek cts europe gmbh,,a arnegger gmbh
2228,ametek cts germany,,accor hospitality germany gmbh
2229,ametek gmbh,,a arnegger gmbh
2230,ametek gmbh ãââ division creaform deutschland,,a arnegger gmbh
2231,ametek hughestreitler,,ametek
2232,ametek sas,,ageo geometres experts sas
2233,ametek singapore private ltd,,a  d environmental services ltd
2234,ametes gmbh,,a arnegger gmbh
2235,amethyst risk management ltd,,a  d environmental services ltd
2236,ametic cantabria,,ametic cantabria
2237,ametis groupe vitadresse,,adecco groupe
2238,ametra,,ametra
2239,ametra ingenierie,,acc ingenierie
2240,ameuro metals bv,,aan bv
2241,amex  american express,,aiaa american institute of
2242,amey ow limited,,a  t stationers private limited
2243,amf automueller gmbh,,a arnegger gmbh
2244,amf autorite des marches financiers,,academie des sciences
2245,amgc atel mec gle castelet,,amgc atel mec gle castelet
2246,amgc castellet,,amgc atel mec gle castelet
2247,amge industrie,,acrodur industrie
2248,amh systems gmbh,,a arnegger gmbh
2249,amherst systems inc,,a and m portable inc
2250,ami  cadd vens consulting,,a a z consulting
2251,ami international,,a mai international
2252,ami learning ltd,,a  d environmental services ltd
2253,ami media,,a2b global media
2254,ami media ltd,,a  d environmental services ltd
2255,ami metals  europe sprl,,aapg europe trading ltd
2256,ami metals europe sprl,,aapg europe trading ltd
2257,ami metals uk ltd,,a  d environmental services ltd
2258,ami metals inc,,a and m portable inc
2259,amiab,,amiab
2260,amiab actividades higienicosanitar,,actividades de la bahia 2000 sl
2261,amiac sl,,accesos normalizados sl
2262,amic,,amic
2263,amicale des anciens du stade,,academie des sciences
2264,amicale du personnel de la base,,ãâudea seguridad de la informaciãânsl
2265,amicale jean baptiste salis,,amicale des anciens du stade
2266,amicale jeanbaptiste salis,,amicale des anciens du stade
2267,amidata,,amidata
2268,amidata sa,,a foubert visserie sa
2269,amienoise dhotellerie,,amienoise dhotellerie
2270,amiens sporting club football,,adfc  allg deutscher fahhrad club ev
2271,amit prakash agarwal,,amit prakash agarwal
2272,amk arnold mãller gmbh und co,,a arnegger gmbh
2273,amk arnold mueller gmbh und co,,a arnegger gmbh
2274,aml,,aml
2275,amlie laurin,,amelie laurin
2276,amlift,,amlift
2277,ammeraal beltech,,ammeraal beltech
2278,ammerlaender zaunbau gmbh,,a arnegger gmbh
2279,ammerland klinik gmbh,,a arnegger gmbh
2280,ammi,,ammi
2281,amne soc cons a rl,,a  d environmental services ltd
2282,amo finance,,amo finance
2283,amontis consulting,,a a z consulting
2284,amontis consulting ag,,a a z consulting
2285,amopack sl,,accesos normalizados sl
2286,amova,,amova
2287,amova cti,,amova
2288,amp engineering solutions ltd,,a  d environmental services ltd
2289,amp glastint,,amp engineering solutions ltd
2290,ampac gmbh,,a arnegger gmbh
2291,amparo moraleda martinez maria,,amparo moraleda martinez maria
2292,ampeg gmbh,,a arnegger gmbh
2293,ampeg technologie und computer,,a millitzer brandschutz und
